[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866800016155e-06
[ 0.51798498  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866952709829e-06
[ 0.51798497  0.09687018  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866944318093e-06
[ 0.51798497  0.09687017  0.03155084 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866934464192e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366526  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866924134602e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.9901417   0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866917889059e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081260 -0.99471968  0.22875697 -0.46993259 -0.76391243],6.827866896909751e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471966  0.22875697 -0.46993259 -0.76391243],6.827866862406571e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875698 -0.46993259 -0.76391243],6.827866842812988e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993258 -0.76391243],6.827866819930159e-06
[ 0.51798497  0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391241],6.827866804197595e-06
[ 0.09687017  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243 -0.76391243],6.994772635815035e-06
[ 0.09687018  0.03155082 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243 -0.76391243],6.994772774176451e-06
[ 0.09687017  0.03155084 -0.27366527  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243 -0.76391243],6.994772764172571e-06
[ 0.09687017  0.03155082 -0.27366526  0.99014169  0.91081258 -0.99471968  0.22875697 -0.46993259 -0.76391243 -0.76391243],6.994772753694408e-06


[-0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.44392056007298386
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.44392056007216685
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.4439205600715099
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243],0.4439205600710125
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243],0.4439205600706746
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243],0.443920560070496
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241],0.4439205600704763
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.49264121921376847
[-0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.49264121921942694
[-0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.4926412192181423
[-0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.4926412192170176
