[-0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.4926412192160533
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.4926412192152489
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243 -0.76391243],0.49264121921460424
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243 -0.76391243],0.49264121921411913
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243 -0.76391243],0.49264121921379334
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241 -0.76391243],0.4926412192136265
[-0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391243 -0.76391241],0.49264121921361836














[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.7508878   0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.8786805   0.77968532 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968534 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475585 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690309 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690311 -0.04797928 0.73876718 -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793  0.7387672  -0.70684216  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684215  0.9745826  -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.97458262 -0.88237134],0.10692951531548199
[-0.75088781  0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793  0.73876718 -0.70684216  0.9745826  -0.88237132],0.10692951531548199
[ 0.87868049  0.77968532 -0.25475586 -0.41690311 -0.0479793   0.73876718-0.70684216  0.9745826  -0.88237134 -0.88237134],0.10331899049722028
[ 0.8786805   0.77968532 -0.25475586 -0.41690311 -0.0479793   0.73876718-0.70684216  0.9745826  -0.88237134 -0.88237134],0.10331899049722028

[-0.0479793   0.73876718 -0.70684215  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.97458262 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.9745826  -0.88237132 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237132 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237134 -0.88237132 -0.88237134 -0.88237134 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237132 -0.88237134 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237132 -0.88237134],0.08460713378041711
[-0.0479793   0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237132],0.08460713378041711
[ 0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.07966951932127411
[ 0.7387672  -0.70684216  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.07966951932127411
[ 0.73876718 -0.70684215  0.9745826  -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.07966951932127411
[ 0.73876718 -0.70684216  0.97458262 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.07966951932127411
[ 0.73876718 -0.70684216  0.9745826  -0.88237132 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.07966951932127411
[ 0.73876718 -0.70684216  0.9745826  -0.88237134 -0.88237132 -0.88237134 -0.88237134 -0.88237134 -0.88237134 -0.88237134],0.07966951932127411
